     Humira 10ul excl 3.raw  #26671  RT: 78.8342 min	
445.21344	3414
446.23502	7230
446.70889	4270
447.2012	7362
448.17923	17933
449.13907	14186
450.15616	4042
451.16858	11305
451.23019	35677
452.16443	7481
452.24738	46925
453.25595	18569
453.88989	2586
454.21851	10043
454.55463	10913
454.88947	2801
455.20844	26351
455.71216	10270
456.21289	8069
457.25287	171709
458.25836	48367
459.25864	6498
459.89285	20309
460.22784	26933
460.5618	4953
460.74329	2330
461.23059	5985
461.71558	2366
462.20554	5057
462.57065	3830
463.21332	3357
464.22458	40462
464.72736	15895
465.21017	17081
465.71744	4805
466.16458	18568
466.22513	8162
466.73349	9101
467.16986	5510
467.23547	12500
467.57962	35003
467.72369	2419
467.91434	84170
468.18857	10085
468.24875	34220
468.58237	5119
469.18436	63104
470.18863	17506
470.25946	10421
471.18546	6146
471.26105	7165
471.7215	9546
472.22879	5883
472.73175	3295
474.23947	4339
475.24551	177481
475.74631	142255
476.2478	35578
476.74554	4984
478.21173	6862
479.23013	10782
480.18921	2822
481.18283	5742
481.25244	3628
482.2384	5632
483.19537	39026
484.20688	16063
485.21918	10886
485.71951	11849
486.21286	28716
487.21295	8243
487.73389	11904
488.19458	3162
488.23532	5016
490.1749	5130
490.7225	3335
492.23392	13287
492.56158	2597
493.20499	11875
494.21704	8719
495.21426	13694
496.22101	9129
497.21655	7081
497.90344	4685
498.20853	14491
499.19559	5665
500.22632	32766
501.23047	17263
501.73184	11565
502.24039	15944
503.23932	13492
503.57541	17514
503.90857	22460
504.24231	22344
504.57388	3851
504.72363	4390
505.2226	5178
506.21533	7104
506.29745	2918
507.20758	9214
507.7388	3053
508.18909	4308
509.24792	9716
510.23212	60607
511.23428	16829
512.22546	10419
513.21936	2522
514.21277	4229
516.21771	16167
516.74335	6618
517.22748	4066
518.16785	4084
519.25897	2343
520.21997	2667
520.76666	9928
521.27368	35273
521.75378	4865
522.25708	12862
522.7475	6694
523.2243	20088
523.75769	2955
524.23187	17745
525.24237	7231
525.73578	4407
526.23627	7303
527.25031	13358
528.26019	7116
529.25598	3290
529.74481	2860
530.23242	28133
530.76086	32688
530.9245	2950
531.26141	48461
531.75793	29460
532.26349	5324
532.77124	5447
533.26666	3272
534.23718	9200
534.74213	9768
535.19873	12631
535.26508	4903
535.74768	3631
536.19464	3430
536.59692	16499
536.77167	3139
536.93134	11947
537.26746	11451
537.60895	2280
538.75714	3790
539.28485	100287
539.76678	273071
540.26892	300973
540.76923	80990
541.27509	15095
542.26813	2411
543.24969	24494
543.74951	12093
544.24451	3522
544.7511	4499
545.30469	10051
546.30377	4180
547.26917	12009
547.76361	5079
548.24683	23362
548.74646	9208
549.24579	10563
549.74811	2684
550.23822	8579
551.229	23331
551.31787	5993
552.22278	43603
552.75739	7040
553.24207	19201
553.75665	7797
554.27594	13748
554.59955	2516
555.27527	5686
556.32336	168937
556.78717	16030
557.3266	57589
558.21619	18138
558.32458	8904
558.74432	2808
559.22473	7504
559.60071	4066
559.93658	10902
560.28967	14213
560.7688	3811
561.28271	10783
561.75061	3044
562.23535	3766
563.1875	15623
563.27704	2458
564.18854	4814
564.77136	13219
565.27448	24969
565.60596	22448
565.77942	3585
565.94122	31434
566.27838	27877
566.60992	3366
567.2533	15478
567.75214	5902
568.25433	47808
569.25024	38736
570.25543	19421
571.28589	4331
571.78827	6326
572.27985	3622
573.29144	13217
574.29895	5824
576.25952	3044
578.76691	8975
579.24597	8593
580.21442	59212
580.79352	19196
581.20996	18018
581.2923	9468
581.7887	5125
582.27643	27742
583.27625	13355
584.24878	22785
585.27423	27666
586.27594	24520
587.26978	7383
588.29071	21199
589.30084	333252
589.80219	380215
590.30359	134068
590.80438	14593
591.25262	4226
593.29095	15649
594.28278	27722
594.60327	12025
594.78479	6222
594.9375	4977
595.28143	11806
595.77557	4820
596.25836	28592
597.24207	99733
598.24493	34932
598.7666	3049
599.24689	12942
599.94421	19156
600.28351	26613
600.6109	17571
600.94641	6238
601.27484	2607
602.29834	9364
602.79041	8403
603.29535	12926
603.79095	6704
604.27808	9163
605.25409	10529
605.76093	8991
606.26349	7620
607.27252	14331
607.77588	15680
608.26892	12376
608.76923	15579
609.26465	18745
609.7702	5947
610.25049	6698
611.61072	3782
611.80261	18278
612.29364	23136
612.3761	5834
612.80194	12754
613.28809	7324
614.26758	137782
615.27106	52242
616.27832	32638
616.78296	29594
616.9425	2682
617.2652	34570
617.60999	4239
617.77881	10579
618.25421	14414
618.77325	5194
619.25378	7051
620.80737	37068
621.30652	42492
621.81677	12953
622.28003	15347
622.95001	6103
623.28192	22935
623.61322	12602
623.94904	5492
624.27063	3750
625.29266	9634
625.78809	5516
626.27502	12611
626.79303	3358
627.23566	10133
628.24396	4931
628.83978	3375
628.9538	34603
629.28961	40664
629.62292	27089
629.95532	14525
630.27374	11817
630.7757	9373
631.27484	3799
632.30225	3800
632.61365	3805
632.94794	4129
633.28925	5537
634.26093	11169
635.26752	16925
636.271	5162
636.83734	7177
637.34741	18339
637.83136	18810
638.31665	7123
639.30804	6627
640.31256	8380
641.29468	4873
642.27875	4636
642.78229	3056
644.27911	12339
645.24512	26409
645.84308	288518
646.34467	409834
646.84528	157151
646.95758	4090
647.3493	23141
650.30212	9194
650.79169	3993
651.28571	36519
651.78729	8962
652.28949	15621
653.28656	9208
654.29132	3468
655.29156	25056
656.29272	10332
656.77606	3885
657.30878	11109
658.32843	23338
658.8067	6916
659.33331	13029
659.79297	32002
660.29572	31330
660.79779	20130
661.2937	8506
662.27826	7146
662.81537	4391
663.29022	4053
664.78619	6752
665.28955	13428
665.78339	6017
666.30963	8033
666.63214	2891
667.31653	11025
667.80829	2853
668.31519	30348
669.32294	7726
669.41437	6247
670.30768	4127
670.414	4847
671.32092	6754
671.8233	12315
672.31976	18068
672.80414	10507
673.30072	8866
673.79132	25924
674.30847	24314
674.79358	7962
675.32336	6697
676.3418	82880
677.34625	34065
677.97845	4337
678.30438	20410
678.64301	4297
679.28619	37150
680.32574	23149
680.82813	43486
681.33325	35660
681.81757	16282
682.30304	11630
682.80768	6597
683.31848	3451
684.32043	14086
685.33551	26050
686.33594	13644
687.25165	22285
688.2699	7585
689.3374	124075
689.83813	112300
689.96075	3249
690.3407	43135
690.83514	14856
691.32477	15657
692.35669	14890
692.85034	13697
693.34375	15236
693.83105	3277
694.32355	7117
695.32428	21625
696.30994	96158
697.31464	44179
697.80756	8994
698.3125	17440
700.86792	35756
701.36316	122572
701.86145	158816
702.34601	94130
702.83698	8037
703.33313	22407
703.80261	3929
704.3241	8257
705.32202	3712
707.36603	4188
708.36578	13256
709.34918	8256
709.87207	234856
710.37317	432309
710.87421	198152
711.37842	24517
711.8075	5267
712.31329	10154
713.336	109472
714.3382	49749
715.34387	15754
716.32355	4667
719.33246	21372
720.33911	16304
721.33453	9365
722.33911	18697
723.33978	9192
723.83069	3634
724.32538	6614
726.4245	12585
727.42468	5815
728.82813	4833
729.32172	6701
730.31073	5538
731.3382	8009
732.32758	12498
732.82117	7765
733.3197	21992
733.81854	7634
734.31287	13299
736.35339	21143
737.34454	24561
737.83722	9776
738.32855	22201
738.82629	6385
739.32867	5608
740.34576	5231
741.31799	11591
741.8266	10120
742.32172	7477
744.31384	3285
745.31128	5208
745.84625	17226
746.3443	33883
746.8446	21248
747.32751	18014
747.82861	7604
748.3374	9952
750.34442	28419
751.34412	17307
752.32147	10471
753.32648	13516
753.82477	12317
754.33093	8668
754.85657	91272
755.35583	111312
755.8562	47106
756.35718	25623
756.84558	6015
757.33582	4333
758.297	32491
759.29437	11096
759.42792	11608
759.90985	20120
760.28796	4476
760.41205	6434
762.33771	7193
763.33423	7309
764.32153	8537
766.35736	10606
766.84595	6319
767.3576	4066
768.37134	18763
769.37549	10641
770.84021	4237
771.34723	4996
772.37128	11214
773.35956	32157
774.27435	34581
774.85126	7970
775.35126	14368
775.85199	4399
781.33868	13764
782.32745	7999
783.32422	5401
783.448	6432
783.85126	8041
784.34003	5546
784.85034	6080
786.8736	4286
788.33392	6599
788.82745	4941
789.36389	4067
790.38464	96797
791.38654	42444
792.38019	11235
793.38452	14171
794.37518	12363
795.38184	5203
795.8811	6934
796.37708	7133
796.84204	19253
797.34119	26005
797.8399	10426
798.35059	7359
799.35089	4679
800.36023	5501
801.36029	4347
802.39233	9432
804.38959	19301
804.89258	24407
805.38873	21285
805.86316	6626
806.34253	12645
806.8493	6148
808.38837	3777
809.35358	3480
811.39514	13291
812.39374	4647
814.35895	4672
814.86017	6870
815.36469	6209
816.36542	4103
817.33832	10289
817.85248	4883
818.40057	16932
819.39374	21053
820.37494	12389
821.3916	9317
822.41638	12507
826.35284	8990
826.85962	8076
827.33807	12603
828.34399	3520
829.3587	7623
830.38141	8832
831.38306	7373
833.37128	18673
834.38019	8099
835.40619	9290
835.86761	5506
836.41052	7906
837.40173	18834
838.40112	6850
838.89825	7216
839.39386	42132
839.89905	12985
840.37854	14138
843.37506	6581
844.37323	6042
845.3197	46550
846.34473	14340
847.38672	20884
847.90509	45069
848.40405	49007
848.90881	25221
849.40527	28073
850.41321	13622
851.40186	4355
852.35815	5396
853.36914	6589
856.3761	3504
860.86981	3972
861.37195	9039
861.87079	6456
862.36914	7943
863.43024	4770
864.41351	7386
865.39563	25641
866.38654	10464
869.87756	8629
870.375	13585
870.87341	8678
871.37793	26541
872.37787	11520
873.38867	6606
875.39197	8445
876.40735	10084
877.41858	8893
878.4201	4656
878.88312	5087
879.38452	8246
879.88538	4435
882.39154	3971
888.4021	4980
889.45837	11364
890.4248	13337
890.90662	14482
891.40234	12468
892.40961	11637
893.41254	12063
894.41724	11495
899.41315	24537
899.91266	34694
900.41315	23997
900.90607	13049
903.4126	8361
904.41235	18036
905.42047	16431
906.41949	7718
909.43091	11856
910.41937	27087
911.42114	11854
912.4209	8975
913.41382	5608
915.41772	5263
916.42218	4668
917.44629	5478
918.4754	5230
921.40686	9050
922.42578	18155
923.41364	9057
925.40991	8436
925.90887	6799
926.42645	5455
927.44446	71242
928.45001	52422
929.45648	11035
930.41742	12502
931.41699	14179
932.44385	41854
933.44934	28257
933.92542	7362
934.43683	22101
934.92065	13754
935.44666	8431
939.42798	5535
940.40552	8478
942.42542	9357
942.92535	27792
943.42639	57608
943.92334	28727
944.42419	22702
945.46582	5124
946.45392	6845
947.92212	5036
948.43103	24913
949.43616	15439
950.45233	19938
951.45453	11259
953.41492	3736
958.41309	37141
959.41327	23903
960.43683	73771
961.43951	56876
962.44452	33335
963.49939	18337
964.48248	4276
965.45813	11580
966.44464	19190
967.4397	8001
968.41327	4922
970.43018	14448
971.43243	8398
972.43341	5325
974.4613	11256
975.46143	7515
976.4696	4774
978.45099	42051
979.45135	34068
980.43671	34800
981.43738	8241
983.47339	7202
984.45178	7325
992.39954	7586
993.40515	6082
1002.45691	17012
1003.46002	13228
1004.47552	9557
1005.4801	5948
1008.44019	9301
1009.4444	4717
1016.4729	3795
1018.49109	6444
1019.48834	14310
1020.48151	6995
1021.48596	9188
1022.50018	9185
1023.50537	11153
1024.50574	5397
1028.50903	6070
1029.50098	8009
1040.526	31721
1041.52844	21974
1042.52258	6688
1044.5127	4813
1045.5271	47566
1046.53271	45353
1047.5343	18528
1051.49377	4497
1056.52209	11949
1057.50281	12610
1058.5061	4618
1059.47766	7511
1060.48999	5626
1061.5	12247
1062.51257	12741
1063.53479	39820
1064.54016	31907
1065.53601	13362
1067.48206	6847
1068.48169	6862
1069.49695	5435
1070.48596	4457
1073.52295	41937
1074.52539	46523
1075.52026	26083
1076.50842	15647
1077.48975	16774
1078.48352	9917
1080.49573	4110
1085.49011	11631
1086.49426	10159
1087.48303	6590
1088.4906	4890
1090.53748	8902
1091.53979	26584
1092.53564	27207
1093.53296	23693
1094.53406	30285
1095.50012	23831
1096.48474	14311
1097.48145	4862
1103.50391	5338
1105.49219	15190
1106.48083	12099
1107.47925	5256
1111.56555	62051
1112.56421	48094
1113.55566	16365
1117.55786	8840
1118.56348	4573
1122.49268	12011
1123.4812	6335
1128.53979	5001
1133.49365	12734
1134.51306	9552
1135.57104	4950
1144.60022	11798
1145.60156	16495
1146.60144	7136
1156.54407	8940
1157.53076	4864
1162.58887	8221
1163.60522	10078
1172.58057	7371
1173.5929	11449
1190.57568	7797
1191.57397	8717
1204.56616	5444
1205.57178	14642
1206.56982	8195
1207.55969	4333
1209.51648	16720
1210.5022	10622
1211.51648	5593
1214.54407	5243
1215.53674	6568
1216.53943	9502
1217.53918	9139
1222.59106	18257
1223.58948	23478
1224.58875	17044
1225.58923	4905
1231.54871	4648
1232.56116	10561
1233.56104	8304
1234.54504	5450
1240.60876	47823
1241.61072	42713
1242.60364	16201
1243.56934	4783
1244.61011	4057
1245.61218	8233
1259.5459	5650
1291.62964	4780
1319.58435	8381
1320.59265	5497
1346.57251	7223
1347.56946	5010
1360.64392	11543
1361.63611	7517
1362.60999	4049
1363.5874	4374
1377.67053	20837
1378.66064	19306
1379.65857	10670
1508.68958	6711
1509.67566	10638
1510.66101	5123
