     Humira 10ul excl 2.raw  #41233  RT: 123.0770 min	
375.16507	6004
376.16101	3210
378.12961	32945
378.21277	13541
379.13095	8336
379.21091	31888
380.211	19697
381.15152	40438
381.2056	4176
382.15424	24486
383.15646	8680
383.22812	2975
385.1503	3705
386.15491	3418
388.25516	10560
393.17542	6949
394.12408	17977
394.17407	7605
395.12576	5780
396.13831	2482
396.22403	7500
397.17169	5556
397.22534	4970
400.20428	11966
400.7059	8734
401.21051	2364
402.17551	3134
403.18463	2832
403.2301	11317
404.23572	3727
406.25018	2937
407.20157	3064
408.224	9638
408.70877	7566
409.21606	5425
411.19864	5524
412.17981	3718
413.14944	10811
413.21329	3724
414.14877	6606
414.23535	17907
415.15082	2910
415.23563	9158
416.19669	4251
416.24496	4019
417.19843	2520
423.21487	5500
423.26956	34179
424.22018	2927
424.27374	33907
425.22308	5025
425.27679	10422
426.22797	3785
426.7196	2886
427.22363	9081
427.72583	13378
428.21915	2472
429.20731	3498
430.17078	18050
431.17239	14335
431.21936	7075
431.26056	27833
432.17719	5676
432.26678	31442
433.26459	15687
434.25763	3702
440.74927	2900
441.72052	5404
442.23038	3294
443.23874	10534
444.23843	3832
446.20392	4702
451.26566	50149
452.26855	45675
453.27216	16066
455.18491	6501
457.23514	36560
457.73557	23011
458.23679	6133
460.26654	91445
461.27078	25766
462.27411	3622
465.16098	16664
466.16568	5915
468.23126	3903
468.29175	11831
469.298	13970
470.30051	6820
471.23151	2833
473.22815	3342
473.72131	6719
474.21915	5542
479.17758	6933
479.27719	2756
481.73688	25072
482.2359	32946
482.73193	37722
483.23047	11917
489.24936	5257
490.23825	2608
490.74014	9588
491.2377	25535
491.73532	42086
492.23584	3151
494.23776	31499
495.24234	23252
496.24149	15517
497.26169	3205
498.23822	5199
499.24103	33413
499.67325	5603
499.74789	131665
500.24878	238675
500.75012	43363
505.24094	4883
509.24252	2566
513.19995	3144
515.26434	2780
516.32159	3436
517.29865	16427
518.30383	2559
522.23523	4786
525.24561	3271
526.2215	12339
526.30634	3884
527.2309	8028
530.25555	5610
530.75684	4913
538.77124	8917
539.26447	35136
539.75275	22653
540.24847	18647
541.24457	4188
543.25494	7342
544.25287	7416
545.25269	3417
546.77448	4248
547.28534	6463
547.78113	20587
548.27667	34712
548.7804	5185
550.302	2911
551.24188	2578
552.2616	4369
553.26141	2976
555.29053	7916
555.78766	8589
556.29028	45771
556.79126	154680
557.2179	5225
557.29303	32209
557.79028	2649
561.31274	3078
562.31213	3855
566.36572	11985
567.22784	15005
567.36798	4745
568.23273	20564
569.23474	13930
570.24194	3474
573.30304	4607
574.31049	4901
579.23962	4261
579.32446	26615
580.32715	28359
581.32941	15994
583.30554	5540
583.80212	3136
586.26819	3212
587.75916	3388
588.25952	5536
594.29584	3407
595.29987	5213
596.76428	39273
597.33514	100129
597.75977	13483
598.24078	3317
598.33075	49033
599.32953	10650
600.32416	12319
601.32178	14093
602.32013	8361
606.32635	21559
609.26526	2851
612.22699	3060
617.34265	51105
618.34381	73685
619.2486	3461
619.3468	43753
620.34528	7694
620.79376	4497
625.29803	3680
626.32642	5049
629.30139	3473
630.31409	5246
632.32397	4373
634.8385	10419
635.31281	3417
636.30481	4842
639.34363	11135
640.28156	4581
641.27313	3159
642.31366	4007
647.8457	21695
648.33679	54688
648.8418	14081
649.3407	4849
652.32733	11385
653.32312	19261
654.34167	13911
655.34509	2593
656.84894	298823
657.35278	77288
657.85785	3801
658.3045	4877
659.30756	5030
661.30194	3698
662.30475	3988
663.3009	5794
664.3125	7375
670.30005	30287
670.80127	23064
671.3031	16011
673.35913	3190
676.34137	6750
677.34052	9663
678.33844	7929
679.33301	5239
680.31232	27636
681.31604	47248
682.32019	36090
684.32141	5557
686.38586	5772
691.38165	3232
694.35236	34366
695.24542	5062
695.35608	64649
696.35864	54316
697.34949	8134
698.3175	8568
699.30853	7430
701.33209	3432
708.37982	6303
711.33368	3342
711.81842	7431
714.35095	3661
715.34351	14022
716.34436	15395
717.34552	9509
719.35413	8378
720.35852	4015
720.82227	14745
721.32092	19495
721.83295	7734
722.33588	3955
728.36566	83259
729.36676	42877
730.36328	12706
731.35138	5122
732.36584	39004
733.27313	4205
733.3717	68685
734.37286	64999
735.37927	11089
739.36255	7220
740.36511	5314
740.85809	2941
741.3504	6846
750.35675	4028
751.35657	3775
752.37885	6958
755.35956	3506
759.32684	3087
761.3241	3706
763.42999	4000
765.37854	7230
766.39697	8199
767.38916	11504
768.37567	7280
776.36914	3443
777.38013	5305
778.3548	5597
779.34576	3211
780.38147	4114
781.38324	4986
782.37109	8320
783.37793	7828
785.36548	5890
785.85718	5942
786.3714	5348
788.35284	3406
789.35535	5228
790.38281	3174
792.38135	3256
793.39569	9585
794.39703	26900
795.40009	50382
796.39105	29723
797.39325	5102
799.40204	90295
800.40527	50842
801.40643	20817
802.40784	3844
805.42999	6810
807.33856	6628
808.37207	8063
809.39063	8714
813.41333	17494
813.91486	56799
814.41998	19384
814.90991	5234
816.41138	44106
817.41272	26883
818.41785	4047
819.41705	4030
822.36554	4242
823.36859	4983
825.39056	10579
826.38708	16781
827.38098	25819
828.37469	16764
835.39166	3734
836.42987	10045
837.43866	11795
838.41846	9949
839.40686	3066
842.40961	8716
843.40845	48509
844.40771	86650
845.40503	81073
846.41046	14551
848.92578	4894
849.4314	14471
849.92505	5699
852.40521	9451
853.42896	20870
854.44232	24860
855.43445	8784
857.88483	6125
858.37994	7001
860.42517	40204
861.42859	110777
862.43127	125028
863.4292	33552
864.42493	26176
865.44379	11248
866.4469	10586
866.89209	5175
867.43469	4339
870.39844	4471
871.39465	9966
872.40106	3878
875.93219	3782
876.44501	5527
878.44354	5462
880.48108	27286
881.43781	50964
882.43793	57881
883.4458	11915
884.4585	21071
884.95197	66101
885.45093	40414
885.95215	7139
892.41876	5076
894.46075	7686
895.46484	6204
896.45801	5451
902.41119	4649
903.38354	4458
907.45532	3426
908.47449	27043
909.46985	26718
910.47241	4404
913.4646	47450
914.46539	36679
915.46796	8865
917.43134	5695
918.43164	7623
919.41589	9559
933.45703	3563
935.44525	47699
936.4483	36999
937.4267	28450
938.42627	7698
946.42029	5773
947.43646	5589
949.4928	5149
950.49866	5850
952.48901	4359
954.42267	3624
955.4176	5086
962.46637	46805
963.47076	39046
964.46307	20452
965.47522	9893
966.48401	11307
967.52435	14086
976.50446	7033
977.51044	13220
978.49622	8781
979.48553	3897
980.47632	14580
981.47662	31872
982.46802	33583
983.47491	9564
984.48688	7410
993.51233	7975
994.51666	26028
995.52045	47112
996.51385	9254
997.48224	23870
998.48785	81924
999.49023	152105
1000.49304	26794
1006.50439	9026
1007.50629	6520
1008.49542	4070
1012.54974	5755
1027.5614	27713
1028.55872	24772
1029.56042	5326
1037.50684	4126
1047.52966	4004
1050.51575	4124
1055.55664	15728
1056.5542	21732
1057.56238	5151
1060.51733	8839
1061.50256	5825
1063.53577	3765
1064.52783	10213
1065.50732	6870
1066.5072	3296
1067.50842	3624
1076.52417	4438
1077.49854	37492
1078.49744	32182
1079.49792	11415
1080.50562	4941
1081.56079	4744
1082.51636	27125
1083.51343	28305
1084.50146	12246
1085.48254	4338
1092.552	4262
1093.54272	10002
1094.55457	22721
1095.547	29606
1108.55591	9965
1109.55823	40452
1110.5625	18924
1111.57654	34532
1112.57471	105254
1113.58044	19996
1123.56604	4010
1148.56055	3893
1150.54797	7014
1151.5553	4265
1166.58252	20320
1167.55334	8352
1180.59326	4107
1183.58313	4183
1184.58911	9868
1192.5249	45129
1193.52515	48274
1194.52966	23974
1195.5769	12416
1196.59961	17080
1197.5813	6535
1206.62317	4288
1207.604	3740
1251.60437	6668
1252.60217	11791
1269.60522	3630
1298.62097	5128
1325.63745	4094
1339.59351	17052
1340.59558	15769
1341.58777	10743
1342.66382	19222
1343.6759	24348
1344.65222	8943
1351.66797	6458
1367.62585	5017
1381.64563	8042
1382.63696	5685
1440.62061	7863
1441.64429	10240
1442.67639	11249
1480.71375	5027
1481.70422	5649
1498.74194	6942
1509.70508	7602
1510.7019	4163
1529.76367	6881
1594.78943	4901
1622.78528	4026
1626.80237	4025
